ITAM ID	EDM Source System Name	Database Name	Certified (Yes/No)	Table Name	Column Name	Data Type	Column Length	Nullable (Yes/No)	Primary Key	PII	Data Lineage	Business Alias Name	Business Alias Description	CDE (Yes/No)	Example	Derived (Yes/No)	Derivation Logic	Sourced From Upstream (Yes/No)	System Checks
4921	iure voluptate fugit ut	natus sed	aspernatur fugiat tenetur alias	atque est iusto et	et rerum consequuntur	id sequi velit ut mollitia	incidunt magni reiciendis culpa et	ut commodi sit quia nihil	animi cupiditate cum iure	recusandae nobis	praesentium laudantium corrupti			velit iste rerum officiis					
2404	exercitationem	mollitia pariatur porro	est	omnis excepturi voluptas deserunt	soluta omnis tempore	sunt possimus	deleniti consectetur ut	magni eos quam ipsum	fuga est beatae eaque	quae et libero	non ipsum exercitationem			nesciunt in alias voluptatum ducimus					
3768	neque	saepe suscipit cumque	iure sequi quasi et	laborum suscipit	accusantium non	et aut	asperiores nemo quo laborum occaecati	animi	nesciunt	itaque laboriosam excepturi rem	tenetur rerum doloribus veniam doloremque			est vitae itaque aspernatur					
4036	doloremque optio quae non	reprehenderit deserunt explicabo	facere nihil	tempore repellendus nihil magnam	quia nisi	nulla eveniet est dolor	in enim sunt	id modi aut	molestiae asperiores nostrum	blanditiis et error	dolores qui et			amet neque					
528	maxime et et recusandae	perferendis aut nulla repellat	libero qui	aut est illo	quam ipsam	pariatur recusandae itaque	vitae aspernatur consectetur	est nesciunt libero numquam tempore	ipsum	sint debitis	et qui quaerat			saepe voluptatem id					
3786	voluptatum vel aut	consequatur voluptas occaecati odit	quia vel	omnis natus et voluptatem odit	consequatur	omnis	occaecati	eius qui nobis	illo qui laudantium	ab illum et	fugiat quis qui beatae			earum					
7114	suscipit id	in	similique tempore natus voluptas	incidunt aut	odit dolores et vero aut	est facere	laborum	numquam blanditiis voluptates eveniet suscipit	aut consequuntur	necessitatibus	incidunt modi rerum aut illum			quae					
1652	ipsam	suscipit similique architecto consequuntur reprehenderit	et ex sed	incidunt tempore voluptatem	consequatur ea	ullam dolorem enim illo	assumenda et animi eaque voluptas	consequatur non	et qui recusandae	qui praesentium eveniet voluptatum	animi			ducimus corporis ea architecto expedita					
9417	sunt	voluptas enim nulla qui	dolorem	repellat	qui similique fugiat aliquam maxime	rerum	enim	vel sit eum	corrupti voluptatem aut distinctio incidunt	est velit qui repellendus labore	error ea et est odio			tenetur					
6286	rerum	ea	sequi perspiciatis recusandae	sint laboriosam quis corporis	quas officiis	esse numquam rem tempore	iste minus molestiae rerum	aliquam aspernatur fugiat consequatur	et dignissimos iure	officiis aut	eligendi eligendi qui amet			ut et					
6674	ad	voluptatum asperiores sint culpa doloribus	dolor voluptas quo consequatur	numquam	fugit ex repellat repellat	magnam qui sunt aut	vel	ea voluptas	debitis numquam ipsam accusantium molestiae	facilis consequuntur	nisi blanditiis ipsam			numquam					
5982	nam laboriosam aliquid repudiandae et	id	laboriosam dolorem temporibus et voluptas	accusamus dolorem incidunt	dignissimos qui animi	laudantium	fugiat	deserunt aut at	sit non	minima dignissimos	fugiat ratione impedit			voluptas					
5171	harum	itaque eveniet praesentium autem et	a cumque	qui odio aliquam suscipit et	qui	ea voluptas esse	ut	et libero optio qui aut	dolores omnis assumenda ea	atque occaecati blanditiis nobis ut	quod tenetur ducimus assumenda alias			possimus dolore omnis quia sit					
9738	quis dignissimos	quibusdam aliquid nobis	quod aut	quo excepturi sint libero cumque	ipsam	tempore culpa ab qui tempora	esse molestiae officia quia placeat	autem	est qui maiores	voluptas fugit	tempora			nihil ullam					
9879	et veritatis culpa pariatur ut	doloribus	ea	nobis aspernatur	vero non	fugit nemo	deserunt praesentium laboriosam	id accusantium qui voluptatibus ab	quod voluptas provident sint culpa	et	veniam id omnis est			suscipit possimus odit non velit					
8705	fuga voluptatem ut recusandae	mollitia sit sed explicabo earum	labore omnis veritatis natus praesentium	totam magni nisi fuga	veritatis alias	tempora est	itaque dolorum nihil autem porro	ut nam eligendi iste ut	et quam	est qui sunt sequi error	aliquam ipsum			dolorem at qui tempore					
4785	error optio exercitationem eos alias	qui consequatur deserunt itaque voluptas	quia	dolores	id aut id	earum quis tempore	harum quod neque	saepe quis	velit minima non ut	rerum voluptatem distinctio	occaecati			quae natus ratione ut error					
7881	vitae occaecati consequatur	aliquam recusandae	ut quae	ratione aperiam est reiciendis quia	quod	deleniti unde adipisci	explicabo unde vel ab totam	ea	voluptatum	numquam et nihil id	ut consequatur aut quo harum			alias fugit velit					
6808	consectetur aliquam	eos	doloribus ullam voluptatum eligendi eos	consequatur	officia nesciunt consequatur	ex aut vel quo quo	temporibus possimus id molestias at	debitis iure non	quasi	deleniti maiores assumenda	ab deserunt iste velit facere			facilis molestias repudiandae porro suscipit					
9579	commodi praesentium molestiae ipsum	modi	ipsam aut odio quam	nihil	dolorum temporibus	voluptates est cumque repellat eaque	minima	reprehenderit eos	dignissimos assumenda	cum reiciendis in necessitatibus aspernatur	in eos minus et tempore			laudantium					
7706	omnis rem aliquam illo neque	quia temporibus	quia est rerum harum	enim culpa quos nostrum voluptas	earum dolorem soluta	fuga doloribus	impedit fuga	enim corrupti eius	quia nam ut sed	eveniet	eos est fugit			fugiat assumenda modi velit esse					
5607	quasi numquam eveniet excepturi	eum	consequatur	libero in	velit quasi nam	et eum deserunt	aut et non	inventore facilis sint	at	voluptatem	nisi quia dolorem quia			dolorem					
1506	delectus	ut architecto illo laboriosam qui	itaque fugiat incidunt non fugiat	quasi et repellat et unde	voluptate	magnam ut odit est	earum placeat voluptatibus atque qui	ipsa assumenda soluta	eos hic et adipisci	repudiandae sit non quo est	nam			non et					
8671	alias et	eligendi impedit hic	dolorum	a facere molestias minus voluptatem	amet et odit	non impedit	fugiat iste explicabo	minus unde	provident	sed pariatur	quasi temporibus			temporibus modi ratione					
1660	laborum	beatae neque	dolore reiciendis rerum incidunt quod	error architecto qui sapiente	blanditiis magni tempore	eum quia	illo quis	quo et magnam aspernatur delectus	magnam assumenda	enim ex doloribus temporibus fugit	et exercitationem sed nesciunt reiciendis			totam quia nesciunt officia					
9064	deserunt unde	velit cupiditate occaecati non veritatis	sed praesentium in distinctio qui	numquam dolorem saepe quam quibusdam	autem maxime	et omnis quam	facilis in et soluta	adipisci	ea ipsa ex a velit	ad vel vitae aperiam	laudantium			veniam nobis suscipit fuga					
9897	id qui inventore laudantium	necessitatibus quo consequatur dignissimos velit	optio odio hic ab sunt	commodi veniam	vero cupiditate	voluptatem explicabo aut dignissimos	non recusandae culpa	maxime numquam placeat nobis	dolorum	voluptatem	velit cupiditate odio			placeat					
7421	magnam soluta similique est natus	dolor id vel exercitationem	repellat dolor saepe iste sequi	nisi ea sed quasi	dolor non aspernatur	voluptas sit nam sed et	consequatur voluptatem	et voluptas quos quia	non	possimus voluptatem ratione	et sit autem excepturi nobis			at					
8822	nesciunt praesentium molestiae vel ut	atque amet rerum velit debitis	repellendus facilis	iure aliquid tempora	quas	repellendus et et	tempora	architecto ad modi	laboriosam expedita maiores perferendis	repellat odit	fugiat dolorem			nobis hic incidunt illo voluptatem					
7617	officia deserunt	ullam	et et	nostrum pariatur cumque	ut autem harum	veritatis debitis quasi	possimus sed	voluptas	qui aliquam enim recusandae	qui ut inventore	nulla quidem doloribus alias earum			molestias voluptatem voluptatem qui quis					
5697	rerum	nemo magni ut voluptatem	aut eius aperiam culpa	repudiandae quia eius cupiditate est	pariatur libero est	et ut ipsum	sed non	aliquam	ad quia	inventore nihil sunt eveniet dignissimos	at aliquid			amet temporibus					
6065	illo deserunt fugit accusamus omnis	laborum iste et debitis omnis	dolor ipsa temporibus vero	adipisci	beatae sed odio assumenda ut	sit atque inventore sed	et	dolor	veniam neque non molestiae totam	corporis	repellendus nesciunt quia omnis			animi					
7523	atque quidem dignissimos	debitis sit necessitatibus dicta corrupti	ipsa amet	occaecati incidunt	maxime vel et odio voluptas	enim ea ut esse beatae	nisi ut qui consequatur ullam	in eum officia odit culpa	beatae excepturi	illo labore delectus sunt illum	placeat eaque			mollitia totam inventore					
372	quisquam	error	amet fugiat rem qui sit	est error voluptas natus	esse et et	perspiciatis occaecati et consequuntur	sed	doloribus aliquam earum qui	consequatur quo voluptates	non et	voluptatem sunt aperiam ut quidem			quis ex aut quo provident					
5197	facere adipisci ea veniam nostrum	nesciunt praesentium	laboriosam quia aut	quis	a enim doloremque	atque at	dolores et hic	numquam quisquam suscipit	sint consectetur ut quia magnam	quisquam veniam dolor quia id	occaecati deserunt voluptas illo dolor			neque officiis					
1195	consequatur eius	fuga animi	impedit delectus facilis tenetur numquam	asperiores	quas laudantium esse	et	et exercitationem aspernatur occaecati maxime	similique saepe suscipit voluptatem	fugiat	ea tempore	accusantium numquam dolores quas et			voluptatibus					
1785	animi expedita sed sequi	amet	magni quidem voluptates distinctio expedita	laboriosam ad est provident expedita	omnis est	omnis itaque quis	ut	est voluptatem	aperiam	consectetur consectetur	sit saepe			voluptatem enim voluptas optio					
390	sit optio perspiciatis distinctio quasi	explicabo placeat explicabo	sed	dolor et cumque explicabo	praesentium nesciunt	voluptatem	itaque dolorem et totam	id	id maiores esse	delectus repellat accusamus veritatis	corporis			quam tempore					
4966	voluptatem et at quidem et	facilis quo qui eos	et eum enim	sequi sint	necessitatibus odit	voluptate nulla omnis blanditiis	ad inventore	sed	quaerat laboriosam	omnis dignissimos nihil molestiae	non ratione			rerum enim atque et					
9893	pariatur soluta nam	eaque	fugit	in	quia	ut molestiae	delectus recusandae aut saepe doloribus	soluta saepe nostrum	modi et consequatur	sed omnis	optio sed			iure beatae					
7842	aspernatur sit animi iure	fugiat ut	non	quas praesentium quae animi hic	repudiandae odit saepe	enim	ut qui saepe maiores vel	error minus	qui et ut omnis	odit iste	omnis qui aut			et minus					
9943	magnam molestiae culpa sed culpa	quia	in porro est non labore	adipisci aspernatur quae dignissimos sed	sit aperiam et accusantium voluptatem	aperiam pariatur nobis voluptatem vel	incidunt quam earum doloribus harum	ducimus autem omnis tenetur fuga	velit aperiam	blanditiis	dolorem placeat numquam nemo			id fugit					
9069	aut	atque quam laboriosam eveniet	at dicta aut unde	iure dolore eaque minima	quo facilis ipsum laudantium	eos	libero enim	consequatur nulla	voluptate vel quas repellendus ab	officiis officia dolore	nobis suscipit maxime			molestiae ipsam a					
5902	sit	consectetur quis unde suscipit eos	nisi perspiciatis qui quisquam	minima et consequatur	eos commodi et est	dolor aliquid illum eum molestiae	aperiam laboriosam aspernatur voluptatum non	sunt tenetur minima mollitia itaque	eius dignissimos	hic iusto voluptatem aut commodi	corporis ea voluptatem			velit dolorum					
5704	ab aut qui	et iusto	ea in	rerum laborum animi quam	voluptatibus unde in consequuntur	molestiae officia voluptatem ut dignissimos	et culpa rerum quo pariatur	aspernatur minus	sit est hic aut assumenda	expedita pariatur maxime quo	quod nobis occaecati			molestiae est sit tempora					
9444	tempora est facere consequatur	similique amet voluptatum non	eos	et neque cupiditate ipsa	ducimus cum eum minus	quibusdam	expedita	odio sed voluptatum	necessitatibus in adipisci	eaque quae est quidem aut	qui neque quidem qui			nam dolore					
2998	est perferendis dicta rerum	eos est ipsam nihil	et commodi hic repudiandae	voluptatibus ab	fugiat quidem adipisci omnis amet	non	asperiores aut	dicta dolorum	minima consequatur eos aut	fugit libero	quaerat magni aperiam			omnis					
1097	voluptatem beatae iste pariatur exercitationem	ut occaecati velit	et et est nostrum incidunt	nostrum dolor dolorum ducimus	corporis consequatur	id cupiditate doloremque	similique et	molestiae facilis	inventore rerum aperiam	qui odit voluptatem ipsa voluptatem	iste quis molestiae			illo sed rerum corporis quibusdam					
4145	libero vel	sit vero ut odio et	cumque reprehenderit	voluptas adipisci veniam consequatur	sapiente recusandae accusantium recusandae	molestiae id	minus id recusandae dolores non	qui aliquam occaecati et et	quas omnis voluptas temporibus	eum non	est			voluptatem voluptatem non					
4045	qui ducimus fugiat qui	qui debitis consequatur	sit dolor eum et aliquid	ratione	cupiditate	alias et	quae	temporibus iusto est deserunt	labore quidem harum consequuntur	culpa	assumenda nesciunt est			earum fugit minima					
164	repellat	tenetur iure	delectus	sequi suscipit voluptatibus autem	qui aut suscipit commodi perspiciatis	neque	ex	sit laboriosam vel et	aut quibusdam	et	earum est			ratione consequatur eveniet accusantium earum					
7450	nihil et nihil	asperiores et asperiores excepturi	tenetur aut consequatur est	rerum aut ut aut	qui itaque incidunt recusandae	voluptatem quae enim fuga	et sed dolorum	vero	ea accusantium veritatis	enim	repellat est			ut error eos et					
3520	temporibus saepe earum repudiandae libero	et ut sit accusantium neque	sapiente ut sunt	libero debitis quia	non et est nihil autem	omnis laboriosam	est enim	sint	consectetur quis amet qui	perferendis non adipisci ex modi	est voluptatem			cupiditate nulla magni					
2646	occaecati sunt	enim quia quas	iure iusto sed architecto sint	tenetur tempora et aperiam ut	pariatur aperiam totam	dolores omnis ut est	magni consequuntur perferendis	quo deserunt non ut accusantium	sit perspiciatis placeat maiores non	et odio perferendis	est exercitationem quia debitis			quidem sequi quae					
1655	explicabo ratione	autem non nesciunt blanditiis consectetur	et eos	velit	veniam voluptatibus atque temporibus	libero	laboriosam dolor necessitatibus et	vero et aliquam laborum maiores	iusto alias assumenda consequatur	et	sit earum rem			tenetur					
6736	ut tenetur tempora quo	incidunt numquam	voluptas ut animi	aut	in eveniet facere id vero	placeat reprehenderit consequatur est quidem	aliquid consectetur quia	ipsam blanditiis mollitia	quia dolore veniam id maiores	aut ratione voluptatem ea eius	velit alias facere			assumenda nostrum ea aut mollitia					
1510	debitis dolor	qui inventore	aliquam quo vel non commodi	inventore doloribus dolor repellendus id	sapiente	quidem vel ut nisi deleniti	non recusandae	unde dignissimos dolores accusantium	aut eligendi	itaque optio corrupti voluptates	et occaecati			ea					
493	consequatur	et suscipit provident suscipit nulla	consequatur eaque	totam eos voluptatem	culpa veniam dolor	occaecati quis	delectus cum qui	corrupti impedit	et vel quia autem nobis	est consequatur	eaque			qui non at					
4255	animi non in autem	deserunt	ut quam	maxime sapiente	at ratione id iure provident	voluptatem aspernatur	id dolores qui	dolores	quia nulla atque qui	ut voluptas possimus nihil iure	mollitia voluptas magni			iste voluptatem error molestiae					
